Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,17,0,32000,31794.59402260973,21067.429842194542,35643.24079989456,128.0,0.05898171039646743,0.0,32000,33000,33000,33000,33000,36000,36000,36000,36000,36000,36000
TPOT,completion,17,0,230,228.35765876410417,146.46963192164662,258.25845665210403,0.0,0.05898171039646743,0.0,230,240,240,240,240,260,260,260,260,260,260
TTFT,completion,17,0,2800,2792.4850255196147,2465.052866144106,2906.522464007139,0.0,0.05898171039646743,0.0,2800,2800,2800,2900,2900,2900,2900,2900,2900,2900,2900
,Aggregated,51,0,2800,11605.145568964484,146.46963192164662,35643.24079989456,42.666666666666664,0.17694513118940228,0.0,2800,2900,32000,32000,33000,33000,33000,36000,36000,36000,36000
