Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,40,0,24000,24580.31059849891,18570.695288013667,29228.21242106147,128.0,0.14130508353531543,0.0,24000,27000,27000,28000,28000,29000,29000,29000,29000,29000,29000
TPOT,completion,40,0,180,175.85547607072164,134.81145691287915,218.53420523537952,0.0,0.14130508353531543,0.0,180,190,200,210,210,210,220,220,220,220,220
TTFT,completion,40,0,1700,2246.6129938315134,1356.1631450429559,4450.678409077227,0.0,0.14130508353531543,0.0,1700,2300,2700,3900,4300,4500,4500,4500,4500,4500,4500
,Aggregated,120,0,1700,9000.926356133716,134.81145691287915,29228.21242106147,42.666666666666664,0.4239152506059463,0.0,1700,4500,23000,24000,27000,28000,29000,29000,29000,29000,29000
