Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,16,0,63978.28238317743,62639.525126855006,57950.87684202008,63978.28238317743,128.0,0.05774206896697818,0.0,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
TPOT,completion,16,0,460,453.39605580420897,420.30086050426047,462.17831804629736,0.0,0.05774206896697818,0.0,460,460,460,460,460,460,460,460,460,460,460
TTFT,completion,16,0,5100,5058.159555977909,4572.584012057632,5295.026947977021,0.0,0.05774206896697818,0.0,5100,5100,5100,5100,5300,5300,5300,5300,5300,5300,5300
,Aggregated,48,0,5100,22717.02691287904,420.30086050426047,63978.28238317743,42.666666666666664,0.17322620690093454,0.0,5100,5300,63000,63000,64000,64000,64000,64000,64000,64000,64000
