Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,62,0,62000,65377.583164496406,54367.94330691919,81890.97125083208,128.0,0.2079305137870312,0.0,62000,67000,71000,71000,74000,78000,80000,82000,82000,82000,82000
TPOT,completion,62,0,460,478.38426101781295,385.9448161573831,610.514962961384,0.0,0.2079305137870312,0.0,460,490,520,520,540,570,590,610,610,610,610
TTFT,completion,62,0,4500,4622.671256878323,3717.9541389923543,6224.373972974718,0.0,0.2079305137870312,0.0,4500,4700,4700,4800,5300,5600,6200,6200,6200,6200,6200
,Aggregated,186,0,4500,23492.879560797515,385.9448161573831,81890.97125083208,42.666666666666664,0.6237915413610936,0.0,4500,6200,61000,62000,70000,72000,78000,80000,82000,82000,82000
