Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,12,0,42000,42331.867111225925,41649.39888892695,42980.157683137804,128.0,0.04488999380003239,0.0,42000,42000,43000,43000,43000,43000,43000,43000,43000,43000,43000
TPOT,completion,12,0,290,290.58944714821513,286.6787996920427,294.4715441805934,0.0,0.04488999380003239,0.0,290,290,290,290,290,290,290,290,290,290,290
TTFT,completion,12,0,5600,5426.401556353085,5184.701354010031,5708.354471018538,0.0,0.04488999380003239,0.0,5600,5600,5700,5700,5700,5700,5700,5700,5700,5700,5700
,Aggregated,36,0,5600,16016.286038242406,286.6787996920427,42980.157683137804,42.666666666666664,0.13466998140009717,0.0,5600,5700,42000,42000,43000,43000,43000,43000,43000,43000,43000
