Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,13,0,41000,41080.49088992322,40515.794874867424,41747.9740860872,128.0,0.04388662816267227,0.0,41000,41000,41000,42000,42000,42000,42000,42000,42000,42000,42000
TPOT,completion,13,0,290,287.92377982907976,283.7102819366131,293.32936971675696,0.0,0.04388662816267227,0.0,290,290,290,290,290,290,290,290,290,290,290
TTFT,completion,13,0,4500,4514.104899019003,4445.036529097706,4632.548698922619,0.0,0.04388662816267227,0.0,4500,4500,4500,4600,4600,4600,4600,4600,4600,4600,4600
,Aggregated,39,0,4500,15294.173189590438,283.7102819366131,41747.9740860872,42.666666666666664,0.1316598844880168,0.0,4500,4600,41000,41000,41000,42000,42000,42000,42000,42000,42000
