Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,33,0,58000,59090.44932757476,49189.896162133664,72418.49014698528,128.0,0.11166943953388142,0.0,58000,61000,65000,67000,71000,72000,72000,72000,72000,72000,72000
TPOT,completion,33,0,410,422.036855857394,343.87512482504735,521.3682750408633,0.0,0.11166943953388142,0.0,410,440,480,480,520,520,520,520,520,520,520
TTFT,completion,33,0,5700,5490.783598718487,3891.3423069752753,6274.069007951766,0.0,0.11166943953388142,0.0,5700,5800,5800,5900,6000,6200,6300,6300,6300,6300,6300
,Aggregated,99,0,5700,21667.756594050214,343.87512482504735,72418.49014698528,42.666666666666664,0.33500831860164426,0.0,5700,6300,52000,56000,64000,70000,72000,72000,72000,72000,72000
