Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,10,0,20000,19052.109542512335,18007.65365199186,20199.791041901335,128.0,0.03673088116722777,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
TPOT,completion,10,0,140,136.5908269675111,128.63066336176703,145.49573903030708,0.0,0.03673088116722777,0.0,140,140,140,140,150,150,150,150,150,150,150
TTFT,completion,10,0,1700,1705.02277915366,1649.1558169946074,1783.8754239492118,0.0,0.03673088116722777,0.0,1700,1700,1800,1800,1800,1800,1800,1800,1800,1800,1800
,Aggregated,30,0,1700,6964.574382877836,128.63066336176703,20199.791041901335,42.666666666666664,0.11019264350168331,0.0,1700,1800,18000,19000,20000,20000,20000,20000,20000,20000,20000
