Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,28,0,69000,69434.22183165759,63452.07298686728,76212.77976199053,128.0,0.0948735184508223,0.0,69000,69000,70000,70000,75000,76000,76000,76000,76000,76000,76000
TPOT,completion,28,0,500,504.2575405528495,463.85951514913165,555.2365053481767,0.0,0.0948735184508223,0.0,500,500,510,510,550,550,560,560,560,560,560
TTFT,completion,28,0,5500,5393.450944027531,4541.847490007058,5813.899795990437,0.0,0.0948735184508223,0.0,5500,5600,5600,5700,5700,5700,5800,5800,5800,5800,5800
,Aggregated,84,0,5500,25110.64343874599,463.85951514913165,76212.77976199053,42.666666666666664,0.28462055535246694,0.0,5500,5800,69000,69000,69000,70000,76000,76000,76000,76000,76000
