Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,36,0,82000,82830.13555617072,74306.81587895378,96997.78858292848,128.0,0.12641305709569256,0.0,82000,83000,84000,84000,90000,93000,97000,97000,97000,97000,97000
TPOT,completion,36,0,590,591.044795302811,529.4951817963096,703.9609767320588,0.0,0.12641305709569256,0.0,590,590,600,600,650,650,700,700,700,700,700
TTFT,completion,36,0,7500,7766.764183903837,5983.92756190151,11724.808234954253,0.0,0.12641305709569256,0.0,7500,7700,7800,7800,10000,11000,12000,12000,12000,12000,12000
,Aggregated,108,0,7500,30395.981511792455,529.4951817963096,96997.78858292848,42.666666666666664,0.3792391712870777,0.0,7500,12000,81000,82000,83000,88000,91000,93000,97000,97000,97000
