Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,49,0,58000,59175.07109495013,50681.832197122276,66946.35439803824,128.0,0.1732693454026653,0.0,58000,61000,62000,65000,66000,66000,67000,67000,67000,67000,67000
TPOT,completion,49,0,420,430.8552465496398,365.67834385773386,491.21806344134717,0.0,0.1732693454026653,0.0,420,440,460,480,480,480,490,490,490,490,490
TTFT,completion,49,0,4500,4456.350821122641,3646.7521460726857,4909.449984086677,0.0,0.1732693454026653,0.0,4500,4600,4600,4700,4700,4800,4900,4900,4900,4900,4900
,Aggregated,147,0,4500,21354.092387540804,365.67834385773386,66946.35439803824,42.666666666666664,0.519808036207996,0.0,4500,4900,57000,58000,62000,65000,66000,66000,67000,67000,67000
