Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,38,0,72000,68746.44630031023,2094.3478441331536,75969.53120292164,124.63157894736842,0.1305759230617601,0.0,72000,74000,74000,75000,76000,76000,76000,76000,76000,76000,76000
TPOT,completion,37,0,540,534.6588589978223,466.97701130788334,581.768038015314,0.0,0.12713971456013484,0.0,540,560,570,570,580,580,580,580,580,580,580
TTFT,completion,38,0,2400,2631.0694708280557,1558.6002820637077,4830.909005133435,0.0,0.1305759230617601,0.0,2400,2500,3200,3500,4200,4500,4800,4800,4800,4800,4800
,Aggregated,113,0,2400,24178.123691028097,466.97701130788334,75969.53120292164,41.91150442477876,0.38829156068365506,0.0,2400,4500,66000,69000,74000,76000,76000,76000,76000,76000,76000
