Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,60,0,29000,28183.478907790657,17555.70688098669,36961.0988071654,128.0,0.20475793580807164,0.0,29000,31000,32000,33000,35000,36000,37000,37000,37000,37000,37000
TPOT,completion,60,0,200,199.7570292482438,126.94088906218393,277.46095356722105,0.0,0.20475793580807164,0.0,200,210,240,240,250,270,280,280,280,280,280
TTFT,completion,60,0,2300,2814.2858090577647,1358.6290078237653,6850.660050986335,0.0,0.20475793580807164,0.0,2300,3200,3700,4200,5700,5900,6700,6900,6900,6900,6900
,Aggregated,180,0,2300,10399.17391536555,126.94088906218393,36961.0988071654,42.666666666666664,0.6142738074242149,0.0,2300,6700,24000,27000,32000,34000,36000,37000,37000,37000,37000
