Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,20,0,22000,21450.132959790062,17448.3577250503,24273.447297979146,128.0,0.07168011198267495,0.0,22000,23000,24000,24000,24000,24000,24000,24000,24000,24000,24000
TPOT,completion,20,0,160,152.97819401749854,122.2279844328937,178.39057959880182,0.0,0.07168011198267495,0.0,160,160,170,170,180,180,180,180,180,180,180
TTFT,completion,20,0,1900,2021.3541509234346,1617.2161428257823,2810.1591139566153,0.0,0.07168011198267495,0.0,1900,2100,2300,2400,2600,2800,2800,2800,2800,2800,2800
,Aggregated,60,0,1900,7874.821768243664,122.2279844328937,24273.447297979146,42.666666666666664,0.21504033594802482,0.0,1900,2800,20000,21000,24000,24000,24000,24000,24000,24000,24000
