Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,28,0,38000,39213.400486607236,35211.04475716129,48070.68906817585,128.0,0.0954935992087967,0.0,38000,39000,42000,42000,45000,48000,48000,48000,48000,48000,48000
TPOT,completion,28,0,270,283.21905354454566,257.3693469056757,351.78934550279473,0.0,0.0954935992087967,0.0,270,280,300,300,330,350,350,350,350,350,350
TTFT,completion,28,0,3200,3243.8949737531534,2524.4070610497147,3706.2886049970984,0.0,0.0954935992087967,0.0,3200,3300,3400,3400,3400,3400,3700,3700,3700,3700,3700
,Aggregated,84,0,3200,14246.838171301642,257.3693469056757,48070.68906817585,42.666666666666664,0.2864807976263901,0.0,3200,3700,37000,37000,41000,42000,48000,48000,48000,48000,48000
