Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,16,0,34000,34970.97991788178,30170.939286006615,39706.7998140119,128.0,0.05533884947337605,0.0,34000,36000,38000,38000,39000,40000,40000,40000,40000,40000,40000
TPOT,completion,16,0,240,245.43574567028054,207.9563963696302,282.83571833781315,0.0,0.05533884947337605,0.0,240,250,270,270,280,280,280,280,280,280,280
TTFT,completion,16,0,3800,3800.5575673887506,3632.7870381064713,4047.3652940709144,0.0,0.05533884947337605,0.0,3800,3800,3900,3900,4000,4000,4000,4000,4000,4000,4000
,Aggregated,48,0,3800,13005.657743646938,207.9563963696302,39706.7998140119,42.666666666666664,0.16601654842012814,0.0,3800,4000,34000,34000,37000,38000,40000,40000,40000,40000,40000
