Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,completion,32,0,48000,39464.14818712219,2017.2139930073172,62728.68551383726,120.0,0.11550586844589518,0.0,48000,51000,52000,53000,56000,62000,63000,63000,63000,63000,63000
TPOT,completion,30,0,360,303.6904749906014,120.69522257615614,475.4783370143433,0.0,0.10828675166802673,0.0,360,380,400,410,460,470,480,480,480,480,480
TTFT,completion,32,0,2100,3305.4796157739474,1622.394263977185,13435.974085936323,0.0,0.11550586844589518,0.0,2100,2800,4000,4400,7200,8200,13000,13000,13000,13000,13000
,Aggregated,94,0,2100,14656.795786621222,120.69522257615614,62728.68551383726,40.851063829787236,0.3392984885598171,0.0,2100,8200,30000,34000,51000,54000,62000,63000,63000,63000,63000
